;ISIN-код бумаги;Номинал;Доходность;Цена послед.;Дюрация;Лучш. пред;Спрос;Размер купона;Длит. купона;Дата выпл. куп.;НКД;Погашение;До погашения;Оборот;Заявки куп.;Заявки прод.;Общ. предл.;Общ. спрос;Доходность
АИЖК2014А2;RU000A0JUJ61;121.85;2687.93;0;0;0;70.01;2.61;92;11.06.2018;1.05;11.06.2046;10282;0;5;0;0;81;8.498064263
ИА ПСБ2013;RU000A0JTZN5;166.62;1.81;0;0;0;0;3.45;89;09.05.2018;2.6;09.02.2040;7968;0;0;0;0;0;8.49170352
АИЖК-13 А1;RU000A0JU3G5;40.81;6.47;0;53;0;90.02;0.87;92;09.06.2018;0.37;09.09.2045;10007;0;8;0;0;254;8.457805525
Якут 35005;RU000A0JTVM6;300;8.69;100;7;100;100;6.74;97;24.04.2018;6.25;24.04.2018;7;88203;20;5;358;2402;8.45395189
ВТБЛизФБО5;RU000A0JV466;769.24;8.72;0;0;0;100;16.21;91;26.06.2018;3.74;20.12.2022;1708;0;4;0;0;3501;8.452255716
РН БАНК1Р2;RU000A0ZYCQ3;1000;7.47;0;840;102.5;0;42.37;183;13.10.2018;0.93;14.10.2020;911;0;0;4;78629;0;8.450846995
ИКС5Фин1P2;RU000A0JXRS3;1000;8.17;0;0;0;100.8;42.13;182;25.05.2018;33.34;07.05.2032;5134;0;1;0;0;100;8.449148352
ПочтаРБ1P3;RU000A0JXS59;1000;7.54;0;701;0;92.33;42.13;182;30.05.2018;32.18;19.05.2027;3319;0;3;0;0;133;8.449148352
РЖД-18 обл;RU000A0JQ7X7;1000;7.54;0;432;0;94.38;42.13;182;16.07.2018;21.3;15.07.2019;454;0;8;0;0;132;8.449148352
ГТЛК 1P-01;RU000A0JWTV5;723;8.34;0;0;0;67.01;15.18;91;22.06.2018;4.17;05.09.2031;4889;0;3;0;0;3;8.421412612
Хакас2013;RU000A0JU8R1;600;8.16;100.68;523;100.66;100.36;12.57;91;13.05.2018;8.98;27.10.2020;924;19935;23;20;48135;1490;8.403021978
ГПБ БО-14;RU000A0ZYAE3;1000;7.43;102.4;816;102.4;101.51;42.35;184;19.09.2018;6.67;19.09.2020;886;506880;14;6;25467;555;8.400951087
ГПБ БО-24;RU000A0ZYB73;1000;7.46;0;823;102.34;101.9;42.35;184;26.09.2018;5.06;26.09.2020;893;0;9;3;4866;633;8.400951087
ВЭБ Б04;RU000A0JUD83;1000;6.73;0;241;101.2;100.3;20.94;91;21.06.2018;5.98;20.12.2018;247;0;25;3;39796;331;8.399010989
КОМИ 14 об;RU000A0JXUD9;1000;8.02;102.83;1691;102.83;102.01;20.94;91;26.06.2018;4.83;25.06.2024;2261;7198;9;5;6827;1228;8.399010989
РЖД Б01P3R;RU000A0JXR84;1000;6.98;0;1945;108.9;83.63;41.88;182;17.05.2018;34.98;23.04.2037;6946;0;5;1;1;37;8.399010989
РСХБ БО 3P;RU000A0ZYBT9;1000;7.49;0;1118;103.25;101;41.88;182;02.10.2018;3.22;28.09.2021;1260;0;7;1;100;137;8.399010989
РостелБО-1;RU000A0JVFC6;1000;7.57;0;1980;0;97.01;41.88;182;25.05.2018;33.14;16.05.2025;2586;0;7;0;0;33;8.399010989
ТамбовОбл3;RU000A0JXVH8;1000;8.27;0;0;0;98.01;20.94;91;20.04.2018;20.25;12.07.2024;2278;0;2;0;0;30;8.399010989
ЯрОбл 2017;RU000A0JXS83;1000;7.3;0;2018;107.25;103.75;20.94;91;01.05.2018;17.72;20.04.2027;3290;0;9;2;3009;135;8.399010989
ОФЗ 46012;RU0002868001;1000;5.81;111;2569;99.016;101.001;83.63;364;19.09.2018;48.25;05.09.2029;4159;2220;15;7;109;365;8.385975275
ВЭБ 06;RU000A0JR3H8;1000;7.6;102.05;841;102;102;41.79;182;16.10.2018;0;13.10.2020;910;2093035;8;6;51964;2140;8.380961538
ВЭБ 31;RU000A0JUBA1;1000;0;0;0;0;61.01;20.82;91;29.05.2018;11.21;24.11.2020;952;0;4;0;0;42;8.350879121
ГПБ БО-07;RU000A0JU7Y9;1000;8.4;0;5;100;98.05;41.64;182;22.04.2018;40.49;22.10.2023;2014;0;8;1;2000;50;8.350879121
Новсиб 6об;RU000A0JU1T2;500;8.21;0;332;0;100.01;10.41;91;25.04.2018;9.49;22.07.2020;827;0;9;0;0;73;8.350879121
Роснфт2P1;RU000A0ZYJH7;1000;8.4;0;50;0;63;41.64;182;06.06.2018;30.2;24.11.2027;3508;0;2;0;0;34;8.350879121
Роснфт2P2;RU000A0ZYJJ3;1000;-9.01;0;50;0;63;41.64;182;06.06.2018;30.2;24.11.2027;3508;0;2;0;0;33;8.350879121
АльфаБО-21;RU000A0ZYBM4;1000;7.54;0;831;102.1;100.16;41.86;183;03.10.2018;3.2;13.10.2032;5293;0;6;2;2987;109;8.349125683
ДельКрБ1P1;RU000A0ZYBG6;1000;7.23;0;827;103;76;41.86;183;29.09.2018;4.12;30.09.2020;897;0;1;1;50000;1;8.349125683
ВТБЛизФБО4;RU000A0JURL4;684.22;8.61;0;0;0;100;14.24;91;25.04.2018;12.99;17.07.2024;2283;0;4;0;0;4001;8.347678161
БелгОб2013;RU000A0JU286;500;6.92;0;584;104.97;100.1;10.35;91;01.05.2018;8.75;28.07.2020;833;0;14;2;156;1184;8.302747253
МОЭСК БО-4;RU000A0JUUU9;1000;7.97;0;815;101.5;101.05;41.39;182;20.09.2018;5.91;12.09.2024;2340;0;1;2;6000;2000;8.300741758
РОСЭКСИМБ1;RU000A0JVYG8;1000;7.76;0;539;101.5;0;41.39;182;22.05.2018;33.43;11.11.2025;2765;0;0;1;2000;0;8.300741758
РСХБ 10;RU000A0JQS09;1000;7.83;0;610;101.89;100.01;41.39;182;01.08.2018;17.28;29.01.2020;652;0;12;7;2688;175;8.300741758
РСХБ 11;RU000A0JQS74;1000;8.08;0;611;102.03;100.6;41.39;182;02.08.2018;17.05;30.01.2020;653;0;9;5;1643;300;8.300741758
СберБ БО19;RU000A0JXRW5;1000;7.33;0;999;103.6;102;41.16;181;30.05.2018;31.38;30.05.2027;3330;0;5;3;8625;2023;8.300220994
ЕАБР02;RU000A0JR043;1000;8.36;0;0;0;70;20.69;91;24.05.2018;12.28;21.02.2019;310;0;2;0;0;12;8.298736264
ОрлОбл2017;RU000A0ZYGM3;1000;7.98;0;1183;101.76;101;20.69;91;28.06.2018;4.32;26.11.2022;1684;0;8;15;21277;3054;8.298736264
РСХБ БО17;RU000A0JV987;1000;8.14;0;0;0;96.01;20.69;91;24.05.2018;12.28;13.02.2025;2494;0;3;0;0;36;8.298736264
ДОМ.РФ16об;RU000A0JQXG0;600;6.79;0;671;103.25;100.5;12.48;92;15.06.2018;4.48;15.09.2021;1247;0;4;1;1000;1023;8.252173913
БелгОб2017;RU000A0JXTW1;1000;6.71;0;1472;109.9;100.06;20.57;91;19.06.2018;6.33;11.06.2024;2247;0;7;1;97;1219;8.250604396
Вертолеты1;RU000A0JTW26;1000;-32.11;0;3;0;98.25;41.14;182;20.04.2018;40.46;20.04.2018;3;0;6;0;0;94;8.250604396
Вертолеты2;RU000A0JTW34;1000;5.77;0;3;100.05;97.25;41.14;182;20.04.2018;40.46;20.04.2018;3;0;8;2;89;143;8.250604396
Газпнф1P2R;RU000A0JXYL4;1000;0;0;0;0;90.08;41.14;182;07.08.2018;15.82;30.07.2024;2296;0;2;0;0;21;8.250604396
ЕвроХим 03;RU000A0JR4Z8;1000;8.4;0;0;0;98;41.14;182;16.05.2018;34.58;14.11.2018;211;0;6;0;0;162;8.250604396
Интеза БО3;RU000A0JVGQ4;1000;8.3;0;54;100.5;99.04;41.14;182;10.06.2018;28.93;10.06.2018;54;0;4;1;15;17;8.250604396
МИА БО-02;RU000A0JVA77;1000;8.32;0;0;0;65.01;41.14;182;14.09.2018;7.23;07.03.2025;2516;0;2;0;0;2;8.250604396
РЖД Б01P4R;RU000A0JXZB2;1000;7.44;0;2048;104.25;103.51;41.14;182;16.08.2018;13.79;29.07.2032;5217;0;5;1;25000;56;8.250604396
СУЭК-Фин01;RU000A0JQXR7;1000;7.79;0;73;99.99;98.26;41.14;182;29.06.2018;24.64;26.06.2020;801;0;3;4;50032;17;8.250604396
СУЭК-Фин05;RU000A0JU336;1000;7.82;0;464;100.7;100.01;41.14;182;16.08.2018;13.79;10.08.2023;1941;0;3;3;13000;1057;8.250604396
Совком БО1;RU000A0JUFL9;1000;8.3;0;289;103;70.01;41.14;182;09.08.2018;15.37;07.02.2019;296;0;2;1;2;6;8.250604396
ФСК ЕЭС-06;RU000A0JR1Y7;1000;7.18;0;814;0;101.35;41.14;182;18.09.2018;6.33;15.09.2020;882;0;3;0;0;1025;8.250604396
ФСК ЕЭС-08;RU000A0JR209;1000;7.18;0;814;0;101.35;41.14;182;18.09.2018;6.33;15.09.2020;882;0;2;0;0;1005;8.250604396
ЦентрИБ1Р4;RU000A0ZZ2U3;1000;0;0;0;0;0;41.14;182;11.10.2018;1.13;07.10.2021;1269;0;0;0;0;0;8.250604396
ВЭБЛиз 12;RU000A0JU9S7;250;8.03;100.1;108;100.1;97.6;10.28;182;08.05.2018;9.1;06.11.2018;203;112613;7;4;15144;164;8.246593407
ВЭБЛиз 13;RU000A0JU9T5;250;8.2;0;108;100.15;98.33;10.28;182;08.05.2018;9.1;06.11.2018;203;0;7;6;15703;243;8.246593407
Совком 2В3;RU000A0ZYWZ2;100;0;0;0;0;0;4.11;182;05.09.2018;57.9198;21.02.2029;3963;0;0;0;0;0;8.242582418
ВЭБПБО1Р11;RU000A0ZYLJ9;1000;0;0;0;0;62;41.09;182;21.06.2018;26.41;15.12.2022;1703;0;1;0;0;20;8.240576923
ВЭБПБО1Р10;RU000A0ZYLH3;1000;7.48;101.68;725;101.68;100.04;40.89;182;21.06.2018;26.28;18.06.2020;793;1017;6;4;25420;249;8.200467033
ГПБ БО-22;RU000A0JWE56;1000;7.29;0;348;101;100.05;40.89;182;21.04.2018;39.99;21.04.2019;369;0;17;3;200;10140;8.200467033
ЕАБР08;RU000A0JS900;1000;7.28;0;836;101.95;100;40.89;182;10.10.2018;1.35;07.10.2020;904;0;1;1;25000;5;8.200467033
РЖД-28 обл;RU000A0JTU85;1000;7.13;0;673;102.1;101.8;40.89;182;02.10.2018;3.15;21.03.2028;3626;0;4;1;10000;10300;8.200467033
РусГидрБП5;RU000A0JXTQ3;1000;7.11;0;719;0;100.01;40.89;182;15.06.2018;27.63;12.06.2020;787;0;4;0;0;74;8.200467033
ДОМ.РФ11об;RU000A0JPLU8;300;8.45;0;484;0;94.27;6.2;92;15.06.2018;2.22;15.09.2020;882;0;7;0;0;117;8.199275362
КемерОбл13;RU000A0JUAZ0;500;6.67;0;219;101.01;100.11;10.22;91;25.05.2018;5.95;28.11.2018;225;0;17;9;1388;446;8.198461538
КемерОбл17;RU000A0ZYB40;1000;7.24;0;1492;0;100;20.44;91;26.06.2018;4.72;26.09.2024;2354;0;6;0;0;126;8.198461538
СамарОбл13;RU000A0JXT41;1000;11.43;0;1433;104.79;102;20.42;91;08.06.2018;8.75;31.05.2024;2236;0;15;5;404;1494;8.19043956
Оренб35004;RU000A0ZYKH5;1000;7.92;0;2264;0;101.01;20.39;91;14.06.2018;7.4;02.12.2027;3516;0;3;0;0;17;8.178406593
ОФЗ 46023;RU000A0JRTL6;800;4.85;0;0;0;100;32.55;182;02.08.2018;13.59;23.07.2026;3019;0;5;0;0;15325;8.159855769
СамарОбл 9;RU000A0JU2H5;550;6.64;0;313;101.93;100.5;11.18;91;04.05.2018;9.09;31.07.2020;836;0;11;3;4915;40137;8.153246753
ОФЗ 26207;RU000A0JS3W6;1000;7.38;105.761;2354;105.6;105.761;40.64;182;15.08.2018;14.07;03.02.2027;3214;1386192362;33;34;240632;264660;8.15032967
АльфаБО-05;RU000A0JUB02;1000;6.32;0;179;101.19;100.26;40.64;182;20.04.2018;39.97;20.10.2018;186;0;20;6;51;5192;8.15032967
ГТЛК БО-07;RU000A0JW1P8;1000;7.44;0;887;102.1;101.71;20.32;91;26.06.2018;4.69;16.12.2025;2800;0;5;5;7035;2854;8.15032967
МежИнБанк4;RU000A0JUG98;1000;7.42;0;839;0;0;40.64;182;17.05.2018;33.94;06.11.2025;2760;0;0;0;0;0;8.15032967
РЖД-19 обл;RU000A0JQ7Z2;1000;7.8;0;90;100.4;100.2;40.64;182;16.07.2018;20.54;08.07.2024;2274;0;3;2;10063;60040;8.15032967
РоссетБ1Р1;RU000A0JXVM8;1000;6.6;0;1314;0;90;40.64;182;12.07.2018;21.44;07.07.2022;1542;0;2;0;0;2;8.15032967
ВТБЛизФБО6;RU000A0JV474;736.85;8.38;0;0;0;100;14.97;91;26.06.2018;3.46;17.12.2024;2436;0;4;0;0;5001;8.148809866
Ульян.об17;RU000A0ZYJB0;1000;6.71;0;1573;107;99.75;38.84;175;31.05.2018;29.07;07.12.2024;2426;0;2;1;394;45;8.100914286
Автодор1P2;RU000A0ZYKM5;1000;7.58;0;564;103;101;40.39;182;15.06.2018;27.3;13.12.2019;605;0;1;1;19985;39;8.100192308
ДФФ 1Р-01;RU000A0ZYM21;1000;8.19;0;1422;100.6;100.01;40.39;182;26.06.2018;24.85;20.12.2022;1708;0;3;1;10000;10030;8.100192308
РСХБ БО 4P;RU000A0ZYJ42;1000;7.69;0;866;101.3;100.86;40.39;182;05.06.2018;29.52;09.12.2020;967;0;15;3;15927;6121;8.100192308
ФСК ЕЭС-12;RU000A0JS7H8;1000;7.2;0;346;0;0;40.39;182;20.04.2018;39.72;19.04.2019;367;0;0;0;0;0;8.100192308
АльфаБО-22;RU000A0ZYGB6;1000;7.46;0;853;101.6;99.8;40.61;183;25.05.2018;32.18;04.12.2032;5345;0;5;15;59653;59;8.099808743
БСК 1P1;RU000A0ZYR18;1000;8.12;100.8;1348;100.3;100.01;20.19;91;04.05.2018;16.42;27.01.2023;1746;160417;2;5;69350;156;8.098186813
ВЭБ Б14;RU000A0JU6K0;1000;7.61;100.3;161;100.3;98.06;20.19;91;28.06.2018;4.22;27.09.2018;163;572713;10;4;6853;305;8.098186813
ННовгор 17;RU000A0ZYJ00;1000;7.05;0;1182;105;103;20.19;91;05.06.2018;9.32;05.12.2022;1693;0;5;1;1506;3047;8.098186813
НижгорОб12;RU000A0ZYDQ1;1000;8.24;0;935;102.3;100.51;20.19;91;23.04.2018;18.86;23.10.2022;1650;0;9;5;11045;3085;8.098186813
СаратОбл17;RU000A0ZYG60;1000;7.97;0;1668;101.59;100.7;20.19;91;30.05.2018;10.65;20.11.2024;2409;0;13;13;19179;4172;8.098186813
СтаврКрай2;RU000A0JU9G2;400;7.97;0;440;107.5;100.01;8.07;91;02.05.2018;6.74;04.11.2020;932;0;9;3;64;175;8.09217033
ДОМ.РФ10об;RU000A0JPJE6;250;7.82;100.25;207;99;100.25;4.91;89;15.05.2018;3.36;15.11.2018;212;60689;9;12;210;1029;8.054606742
РусфинБО09;RU000A0JVKB8;1000;8.06;0;0;0;65.01;40.14;182;30.06.2018;23.82;30.06.2020;805;0;2;0;0;2;8.050054945
Русфинан15;RU000A0JU6U9;1000;3.26;0;0;0;64.01;40.14;182;02.10.2018;3.09;02.10.2018;168;0;2;0;0;2;8.050054945
ТойотаБ1P1;RU000A0ZYHH1;1000;7.76;0;860;101.49;100.5;40.36;183;01.06.2018;30.44;02.12.2020;960;0;2;19;84023;55;8.049945355
ВТБ Б-1-1;RU000A0ZYG78;1000;6.61;100.9;213;100.85;100.63;19.95;91;23.05.2018;12.05;21.11.2018;218;493251;22;29;24610;22692;8.001923077
ВТБ Б-1-2;RU000A0ZYKF9;1000;6.8;100.87;235;100.5;100.67;19.95;91;14.06.2018;7.23;13.12.2018;240;9479111;15;11;32068;26362;8.001923077
ЗенитБО1P2;RU000A0JWYS1;1000;0;0;0;0;61;19.95;91;14.05.2018;14.03;11.11.2019;573;0;1;0;0;1;8.001923077
Карелия 18;RU000A0ZYCZ4;1000;8.23;100.06;1402;99.92;99.93;19.95;91;10.05.2018;14.9;15.10.2023;2007;230020;24;29;18405;536;8.001923077
МгдОбл2017;RU000A0ZYL48;1000;7.9;0;1147;0;60.67;19.95;91;20.06.2018;5.92;25.12.2022;1713;0;2;0;0;11;8.001923077
ТамбовОб17;RU000A0ZYJ18;1000;7.09;0;1884;105.85;99.75;19.95;91;15.06.2018;7.01;05.12.2025;2789;0;3;1;280;46;8.001923077
ФКОНС П02;RU000A0ZYSE5;1000;0;0;0;0;63;19.95;91;15.05.2018;13.81;01.02.2028;3577;0;1;0;0;1;8.001923077
ОткрФКБ9;RU000A0JU872;1000;8.38;0;0;99.7;0;40.11;183;28.04.2018;37.7;11.11.2023;2034;0;0;1;50;0;8.000081967
Совком 02;RU000A0JTZ49;1000;-7.82;0;0;102.99;70;40.11;183;22.06.2018;25.64;24.06.2021;1164;0;1;2;49;5;8.000081967
ГПБ БО-15;RU000A0ZYHK5;1000;7.5;101.49;860;101;100.85;39.89;182;01.06.2018;30.03;01.12.2020;959;1357898;12;2;53296;51065;7.999917582
ГПБ БО-25;RU000A0ZYM05;1000;7.53;0;885;101.5;62.04;39.89;182;26.06.2018;24.55;26.12.2020;984;0;4;44;210271;63;7.999917582
ЗенитБО-08;RU000A0JWD40;1000;0;0;0;0;0;39.89;182;12.10.2018;0.88;03.04.2026;2908;0;0;0;0;0;7.999917582
ЗенитБО-09;RU000A0JVBX1;1000;10.5;0;170;0;72.03;39.89;182;04.10.2018;2.63;27.03.2025;2536;0;3;0;0;6;7.999917582
КИТФКапБО8;RU000A0JWU64;1000;8.15;0;0;0;66;39.89;182;26.09.2018;4.38;16.09.2026;3074;0;2;0;0;30;7.999917582
Мечел 15об;RU000A0JR8L9;1000;8.63;0;0;0;90;39.89;182;14.08.2018;13.81;09.02.2021;1029;0;9;0;0;187;7.999917582
Мечел 16об;RU000A0JR8P0;1000;14.63;86.11;920;85;86.11;39.89;182;14.08.2018;13.81;09.02.2021;1029;6503943;62;33;24918;4546;7.999917582
ОАК1;RU000A0JRA65;1000;8.15;0;0;0;66;39.89;182;04.09.2018;9.21;17.03.2020;700;0;3;0;0;22;7.999917582
ОДК 04;RU000A0JWDC9;1000;0;0;0;0;0;39.89;182;12.10.2018;0.88;24.04.2020;738;0;0;0;0;0;7.999917582
ОбКонФ БО1;RU000A0JTV50;1000;8.07;0;0;0;65;39.89;182;08.10.2018;1.75;03.04.2023;1812;0;1;0;0;1;7.999917582
РСХБ 15;RU000A0JRVN8;1000;7.43;0;675;101.89;100.66;39.89;182;01.05.2018;36.82;26.10.2021;1288;0;26;1;44817;303;7.999917582
СберБ БО3R;RU000A0ZYBS1;1000;7.38;101.8;889;101.8;101.8;39.89;182;12.10.2018;0.88;08.12.2020;966;25299649;19;13;89955;8460;7.999917582
ФСК ЕЭС-24;RU000A0JTKA4;1000;7;0;600;0;99.85;39.89;182;20.07.2018;19.29;07.01.2028;3552;0;2;0;0;5050;7.999917582
Финанс-М 1;RU000A0JVE65;1000;8.06;0;0;100.05;99.95;39.89;182;27.06.2018;24.33;24.06.2020;799;0;1;1;1000;1000;7.999917582
ГПБ БО-17;RU000A0ZYEE5;1000;7.23;102.75;1114;102.75;100.01;39.67;181;30.04.2018;36.82;31.10.2024;2389;7193;10;5;75373;126;7.999751381
РусфинБО12;RU000A0JW5J2;1000;8.07;0;0;0;91;39.67;181;26.08.2018;10.96;26.02.2021;1046;0;1;0;0;1;7.999751381
Экспобанк3;RU000A0JTZG9;1000;30.65;0;0;0;82;20.16;92;09.07.2018;1.97;12.07.2019;451;0;6;0;0;9;7.99826087
ИА ТКБ-1 А;RU000A0JUDD1;236.3;33.86;0;0;0;0;4.71;91;14.07.2018;0.16;14.10.2045;10042;0;0;0;0;0;7.9948194
Курск35001;RU000A0ZYCD1;1000;7.34;0;1328;102.99;100;19.85;91;20.04.2018;19.19;12.10.2025;2735;0;6;3;110;147;7.961813187
ГПБ БО-08;RU000A0JUMH3;1000;7.46;0;36;100.31;98.56;39.47;181;23.05.2018;31.62;23.05.2024;2228;0;11;3;37;35;7.95941989
ВТБЛизФБО7;RU000A0JV482;769.24;8.18;0;0;0;100;15.25;91;26.06.2018;3.52;20.12.2022;1708;0;4;0;0;5001;7.951690294
ДОМ.РФ Б-9;RU000A0ZYAR5;1000;6.94;0;154;100.59;100;19.82;91;21.06.2018;5.66;17.09.2020;884;0;6;2;51516;10041;7.94978022
ИКС5ФинБО6;RU000A0JWG05;1000;6.74;0;360;101.1;100.2;39.64;182;03.05.2018;36.16;27.04.2023;1836;0;5;2;15067;17;7.94978022
РСХБ БО9;RU000A0JVWB3;1000;7.51;0;677;101;99.17;19.82;91;27.04.2018;17.64;17.10.2025;2740;0;12;3;162;71;7.94978022
Роснефть06;RU000A0JTYL2;1000;6.05;0;49;100.27;82;39.64;182;05.06.2018;28.97;30.05.2023;1869;0;1;1;20;1;7.94978022
Роснефть09;RU000A0JTYM0;1000;7.21;0;49;0;0;39.64;182;05.06.2018;28.97;30.05.2023;1869;0;0;0;0;0;7.94978022
Роснефть10;RU000A0JTYN8;1000;6.67;0;49;100.17;100;39.64;182;05.06.2018;28.97;30.05.2023;1869;0;3;2;46408;12;7.94978022
РоснефтьБ5;RU000A0JUCS1;1000;6.87;0;237;100.7;60.46;39.64;182;18.06.2018;26.14;11.12.2023;2064;0;2;1;58610;12;7.94978022
РоснефтьБ6;RU000A0JUCR3;1000;6.79;0;237;100.7;60.51;39.64;182;18.06.2018;26.14;11.12.2023;2064;0;2;1;20000;17;7.94978022
СМП БО-01;RU000A0JVVK6;1000;0;0;0;0;61;19.82;91;20.04.2018;19.17;10.10.2025;2733;0;1;0;0;1;7.94978022
СМП БО-02;RU000A0JVVP5;1000;0;0;0;0;61;19.82;91;23.04.2018;18.51;13.10.2025;2736;0;1;0;0;1;7.94978022
СМП БО-03;RU000A0JVVT7;1000;0;0;0;0;61;19.82;91;24.04.2018;18.3;14.10.2025;2737;0;1;0;0;1;7.94978022
ФСК ЕЭС-19;RU000A0JRMX6;1000;6.7;0;92;101.99;90.01;39.64;182;12.07.2018;20.91;06.07.2023;1906;0;5;6;25;83;7.94978022
КраснЯрКр7;RU000A0JU5U1;300;8.06;0;155;101.46;100.01;11.89;182;19.09.2018;1.76;19.09.2018;155;0;13;4;55;2386;7.948443223
КалинОбл17;RU000A0ZYKU8;1000;7.93;0;1817;102.25;100.5;19.72;91;19.06.2018;6.07;17.12.2024;2436;0;4;2;25320;3017;7.90967033
ДОМ.РФ Б-4;RU000A0JVT50;1000;0;0;0;0;80;19.7;91;26.06.2018;4.55;25.09.2018;161;0;7;0;0;102;7.901648352
Роснефть04;RU000A0JT940;1000;7.37;0;1365;102.4;100.1;39.39;182;23.04.2018;38.09;17.10.2022;1644;0;4;3;10043;1027;7.899642857
Роснефть05;RU000A0JT965;1000;7.28;0;1365;102.85;101.01;39.39;182;23.04.2018;38.09;17.10.2022;1644;0;4;1;40107;1031;7.899642857
ТрнфБО1P8;RU000A0ZYDD9;1000;7.7;101.95;2043;101.95;101.95;39.39;182;19.04.2018;38.96;09.10.2025;2732;1021040;20;5;170283;5062;7.899642857
НижгорОбл9;RU000A0JU3B6;550;7.78;0;434;101.24;100.26;21.58;182;20.08.2018;6.76;26.08.2020;862;0;9;5;2941;3272;7.868831169
Новсиб 9об;RU000A0ZYH93;1000;7;0;0;0;99.8;19.36;90;28.05.2018;10.54;27.11.2027;3511;0;2;0;0;45;7.851555556
Росбанк2P3;RU000A0ZYH44;1000;0;0;0;0;63;39.36;183;30.05.2018;30.11;02.12.2022;1690;0;1;0;0;1;7.850491803
ТКК кл.Б;RU000A0JWU23;1000;0;0;0;0;0;78.5;365;12.10.2018;40.22;20.09.2046;10383;0;0;0;0;0;7.85
Газпнф1P3R;RU000A0ZYDS7;1000;7.64;101.3;1367;101.3;101;39.14;182;23.04.2018;37.85;17.10.2022;1644;961337;5;110;405400;10061;7.849505495
КрасЯрКр13;RU000A0ZYCM2;1000;7.51;0;1702;103.75;101.75;19.57;91;12.07.2018;1.08;03.10.2024;2361;0;6;3;1657;572;7.849505495
ЛенэнерБО5;RU000A0JVLM3;1000;0;0;0;0;0;39.14;182;18.07.2018;19.36;09.07.2025;2640;0;0;0;0;0;7.849505495
МегафнБ1P3;RU000A0ZYC98;1000;7.31;0;1407;101.99;101.71;39.14;182;08.10.2018;1.72;03.10.2022;1630;0;6;6;76056;34;7.849505495
Новсиб2017;RU000A0ZYBD3;1000;13.29;0;0;107;95.01;19.57;91;19.04.2018;19.14;27.09.2022;1624;0;11;1;1;189;7.849505495
РоснфтБО15;RU000A0JV276;1000;7.28;0;871;0;65;19.57;91;07.06.2018;8.6;03.12.2020;961;0;3;0;0;22;7.849505495
РоснфтБО16;RU000A0JV292;1000;7.28;0;871;0;62;19.57;91;07.06.2018;8.6;03.12.2020;961;0;2;0;0;21;7.849505495
РоснфтБО17;RU000A0JV284;1000;7.28;0;871;0;62;19.57;91;07.06.2018;8.6;03.12.2020;961;0;2;0;0;21;7.849505495
РоснфтБО18;RU000A0JV763;1000;8.01;0;0;0;61;19.57;91;23.04.2018;18.28;18.01.2021;1007;0;2;0;0;21;7.849505495
РоснфтБО19;RU000A0JV789;1000;8.01;0;0;0;61;19.57;91;23.04.2018;18.28;18.01.2021;1007;0;2;0;0;21;7.849505495
РоснфтБО20;RU000A0JV7A8;1000;8.01;0;0;0;61;19.57;91;23.04.2018;18.28;18.01.2021;1007;0;2;0;0;21;7.849505495
РоснфтБО21;RU000A0JV7D2;1000;8.01;0;0;0;61;19.57;91;23.04.2018;18.28;18.01.2021;1007;0;2;0;0;21;7.849505495
РоснфтБО22;RU000A0JV7C4;1000;8.01;0;6;0;61;19.57;91;23.04.2018;18.28;18.01.2021;1007;0;2;0;0;21;7.849505495
РоснфтБО23;RU000A0JV7B6;1000;8.01;0;6;0;61;19.57;91;23.04.2018;18.28;18.01.2021;1007;0;2;0;0;21;7.849505495
РоснфтБО24;RU000A0JV2A9;1000;7.17;0;0;0;62;19.57;91;07.06.2018;8.6;03.12.2020;961;0;2;0;0;21;7.849505495
РоснфтБО25;RU000A0JV797;1000;8.01;0;0;0;61;19.57;91;23.04.2018;18.28;18.01.2021;1007;0;2;0;0;21;7.849505495
РоснфтБО26;RU000A0JV771;1000;8.01;0;6;0;61;19.57;91;23.04.2018;18.28;18.01.2021;1007;0;2;0;0;21;7.849505495
КрасЯрКр14;RU000A0ZYFB8;1000;7.31;0;1700;103.75;101.45;19.55;91;10.05.2018;14.61;31.10.2024;2389;0;6;2;8378;1072;7.841483516
ИАРайф01-А;RU000A0JTZ98;67.46;50.87;0;0;0;62.01;1.33;92;20.06.2018;0.41;20.06.2040;8100;0;3;0;0;7;7.821865453
Дельта19ИП;RU000A0ZYMD0;1000;0;0;0;0;0;38.99;182;28.06.2018;23.57;28.12.2022;1716;0;0;0;0;0;7.819423077
НАО 2017;RU000A0ZYF61;1000;8.03;100;1060;100;99.8;19.45;91;10.05.2018;14.53;07.11.2024;2396;66000;15;14;17049;3078;7.801373626
ВБРР Б1P2;RU000A0ZYQX9;1000;7.23;0;1067;112;0;38.89;182;03.08.2018;15.81;30.07.2021;1200;0;0;1;200;0;7.799368132
ЕАБР09;RU000A0JS918;1000;11.56;0;0;99.95;97.26;38.89;182;28.05.2018;30.13;24.05.2021;1133;0;3;2;5;11;7.799368132
РСХБ 12;RU000A0JRMB2;1000;8.21;0;423;0;99.71;38.89;182;05.07.2018;22.01;01.07.2021;1171;0;13;0;0;161;7.799368132
РСХБ 13;RU000A0JRMC0;1000;7.75;0;424;0;95.02;38.89;182;06.07.2018;21.8;02.07.2021;1172;0;8;0;0;48;7.799368132
